"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight"
"SLC12A1",34.3078661863308,-1.17262400924681,0.217946682216058,-5.3803251204547,7.43514360221086e-08,5.33021769619015e-05,1.43982022191843
"DKK4",10.8695092859027,-1.01191432468738,0.243375594484227,-4.15782990415236,3.21285100320246e-05,0.00483847676177184,1.15325777828708
"SIM1",2.30151448761806,-1.28798648546182,0.38683234900646,-3.32957284666053,0.000869793081962069,0.0472403221123826,0.53081734869188
"SEMG1",2434.18384970366,-1.54546225974046,0.452572282830091,-3.41484071909165,0.00063819319541084,0.018985409647928,2.05796735517891
"CEACAM8",0.537611024726537,-1.11894665688981,0.326680980677757,-3.42519682219748,0.000614354179857922,1,0
"SPINK2",21.5927660863947,-1.15781267665918,0.21758087523136,-5.32129800207873,1.03029469050392e-07,6.21697909382067e-05,1.67704894506228
"ADAM30",0.555823200968003,-1.17599641829759,0.409785657111636,-2.86978423448633,0.00410751978552119,1,0
"UGT2A3",1.32056166470104,-1.05081942085546,0.525587748564348,-1.999322517935,0.0455734692978765,0.395429511350748,0.530131993540623
"GAD2",0.60289759694876,-1.06051799232943,0.426812825887113,-2.48473787104497,0.0129646859916055,0.226998759817687,0.421029280033865
"KCNJ16",17.3961680832923,-1.13793546766935,0.222128762485857,-5.12286412139806,3.00929212149486e-07,0.000195759788460119,1.18413145413618
"PAGE5",0.865781492111456,-1.07300046648725,0.299033527794678,-3.58822796360144,0.000332933131279019,0.0582732970790312,0.138397350881669
"GIP",0.42001153417114,-1.17654180745514,0.560150986214047,-2.10040120683739,0.0356935629513227,1,0
"CCDC105",0.407776148738219,-1.05862640764139,0.403126289321194,-2.62604160454025,0.00863842580521515,1,0
"NPHS1",2.91377638318986,-1.13857909513145,0.228770936296761,-4.97693943803458,6.4597521803628e-07,0.000580378955706175,0.611097076353375
"KRT84",1.09654502491523,-1.2780153348448,0.340068399904384,-3.75811258912659,0.000171199849780487,0.0204545763127722,0.494929015901026
"ALB",192.762811187018,-1.07974164800846,0.230193511088523,-4.69058247082054,2.72428392890562e-06,0.000698876756994436,2.03212507978018
"SLC35G3",0.948198841487747,-1.52388521344327,0.405510476637864,-3.75794289232176,0.000171315965936584,0.021665366197405,0.446986994137115
"SLC30A8",5.33782351309892,-1.18379542375381,0.254691455872915,-4.64795891835686,3.35235656265811e-06,0.00126622862174359,0.996776310846131
"CLDN2",23.2039328138165,-1.01198034442834,0.227449892849306,-4.44924520188196,8.61725921922699e-06,0.00176793388415502,1.67704894506228
"WDR72",48.2000509081841,-1.09440419259865,0.260475503471472,-4.20156282649633,2.65078658588373e-05,0.00312458654832417,2.15685041642355
"TAC3",3.56407069516702,-1.31912946803971,0.215398382896606,-6.12413821450515,9.11757270019001e-10,2.30125262732045e-06,1.02239519788125
"C3P1",1.74150079936504,-1.32794435747697,0.419809346180726,-3.16320817904157,0.00156040704555554,0.0633656857903164,0.560198219422388
"GBX2",2.75363911832493,-1.19958844560256,0.285331548141663,-4.20419141667078,2.62017132802834e-05,0.00655058909365239,0.568537995857626
"KRT20",18.6071122555474,-1.00501095198292,0.234210267287288,-4.29106274299304,1.77820059277946e-05,0.00283538190202196,1.67704894506228
"FGB",3.7895157555261,-1.11168025046384,0.413818405637683,-2.68639634032412,0.0072227355908107,0.143104672975798,0.544738665103751
"COL6A5",2.09275131279747,-1.40609152306966,0.299830750685159,-4.68961745870469,2.73716278053987e-06,0.00167885533588286,0.568537995857626
"ANKRD30BP1",1.25155627723767,-1.47583353508675,0.354068724123953,-4.16821208577034,3.06998222348379e-05,0.00784633128916996,0.494929015901026
"TRIML2",0.701590391369155,-1.07943999653446,0.415983755121173,-2.59490901566582,0.00946159618029051,0.1770227566159,0.485714323609554
"EDDM3A",1.79558454835421,-1.64488156334631,0.761234104236049,-2.16080907856468,0.0307100904972735,0.313753211959289,0.553901315060074
"FDCSP",11.4586369986072,-1.23116158264985,0.349166587897993,-3.52600055481119,0.000421886085126991,0.0211897076106972,1.15325777828708
"LIPF",4.15306225466568,-1.0805166387256,0.529599913613723,-2.04025078356358,0.0413253540337504,0.267931285616923,0.996776310846131
"PRR30",0.479972787141179,-1.39713884954251,0.650066188214849,-2.14922553252492,0.0316165262486031,1,0
"BAGE2",1.07428586916341,-1.38357585176098,0.531957153553351,-2.60091596196989,0.00929752269029764,0.167639549350282,0.528306094368002
"HSD3BP1",0.461083824158922,-1.01461484660288,0.480875062348279,-2.10993442173558,0.0348640048391613,1,0
"CXXC1P1",0.714029078342585,-1.11000595084195,0.358064427567313,-3.10001738620986,0.00193509283429452,0.0799532491592053,0.443626124412693
"CLEC17A",11.2649359877004,-1.02879217827634,0.180439903538814,-5.70157796640053,1.18703420257127e-08,1.30464790920552e-05,1.67704894506228
"NANOS2",0.696571745118464,-1.64709561196135,0.483749590929669,-3.40485168947837,0.000661999965355705,0.0464306820990217,0.421029280033865
"UTS2B",34.0709358352702,-1.01103453305519,0.187784289032353,-5.38402087983516,7.28400485732927e-08,4.61692446164182e-05,1.85054069597645
"MAGEA6",2.51467336595495,-3.00165986060478,0.639768444338967,-4.69179104903526,2.70823650206703e-06,0.00157740145895784,0.611097076353375
"POU3F3",6.7666322449012,-1.80980647488728,0.445717735170035,-4.0604318205935,4.89820394864021e-05,0.0092553413284553,0.600297986581954
"CSAG1",3.09394493279303,-1.09094034190337,0.314661674862248,-3.46702642570298,0.000526250151004004,0.0351776503857172,0.568537995857626
"SNORA74A",2.65295717579344,-1.0925378968287,0.236715684794457,-4.61540137391979,3.92336325986322e-06,0.00214548161637379,0.568537995857626
"DGAT2L7P",0.680716399634561,-1.36045713689557,0.410350581222797,-3.31535325925838,0.000915273803725664,0.0548458633600945,0.421029280033865
"IGKV1D-42",2.05995249803814,-1.13635876260261,0.312901562083926,-3.63168133464869,0.000281580693941179,0.0259836560984089,0.530131993540623
"IGLV3-22",0.450532161756788,-1.2881535437049,0.589355086980702,-2.1857002207348,0.0288375447417853,1,0
"EEF1DP5",4.65481238694526,-1.12554195909479,0.357498944705833,-3.14837840995849,0.00164179008947754,0.0661341794071188,0.544738665103751
"MAGEA12",2.72464656935336,-1.31078022028664,0.387542281182361,-3.3822895821523,0.000718843243082095,0.0428426897732862,0.530131993540623
"TPTE2P4",0.759925490164988,-1.4087372866858,0.636130874247022,-2.21454003211729,0.0267916520459247,0.33734054887328,0.421029280033865
"TUBB3P1",0.905717393321838,-1.60740465011882,0.411414188955778,-3.90702288173049,9.34403079119729e-05,0.02943001218524,0.138397350881669
"RFPL4A",0.561841060351425,-1.22733713274727,0.339706729627207,-3.61293146619188,0.000302754743977354,0.0304847673783969,0.421029280033865
"AC064834.1",23.1527125466232,-1.14755819519161,0.270949792165489,-4.23531675747039,2.28229753951012e-05,0.00363592849906631,1.43982022191843
"BEND3P2",0.886616622952265,-1.2520667952547,0.319433728982147,-3.91964492680321,8.86795222261608e-05,0.0289576505286428,0.138397350881669
"IGKV6D-21",5.56152797854409,-1.6415302089448,0.309671449896319,-5.30087681474802,1.15247833935594e-07,0.000157274819177539,0.600297986581954
"LINC01980",0.427314302330481,-1.03479210383912,0.524791616530421,-1.97181523340728,0.048630702703024,1,0
"AC003989.4",0.484445695949283,-1.2418606586946,0.364023169136975,-3.41148796006254,0.00064609354576841,1,0
"AC004485.3",0.565037974836006,-1.58737725518022,0.471614352443194,-3.36583746223334,0.000763116599005918,0.0479978053930878,0.446986994137115
"LINC02681",0.575385158747472,-1.41782080409203,0.472057595292375,-3.00349113801226,0.00266901321916537,0.0963172592327391,0.421029280033865
"LINC01159",0.565369499693892,-1.11458823416183,0.416385341678709,-2.67681909662869,0.00743247533427137,0.154937650535167,0.485714323609554
"IGKV1OR22-5",0.822449133976607,-1.04955256813406,0.373526495282828,-2.80984771197919,0.00495649467120671,0.134328948591417,0.421029280033865
"AC006050.2",1.26995134796682,-2.22959667682692,0.567079285008839,-3.9317194892636,8.43404435786762e-05,0.0127375334117731,0.580914653900378
"RP11-5P18.10",0.657441134718415,-1.06693898667647,0.342192504666945,-3.11794961059979,0.00182113936815996,0.0769382888926578,0.446986994137115
"RP1-90K10.4",0.416433823067832,-1.14274680164689,0.47452111034654,-2.40821067120144,0.0160309273392301,1,0
"ACTBP12",2.44879932351182,-1.28031187108573,0.209245225574253,-6.11871485990678,9.43330269535312e-10,4.46859268809127e-06,0.511683171739472
"LINC01687",22.9085817388539,-1.11611492219769,0.244494713079437,-4.56498591785527,4.99527871018495e-06,0.00114721032625339,1.67704894506228
"HMGA1P5",1.13454418567589,-1.05845525540985,0.315755898136888,-3.35213138267645,0.000801919528017163,0.0431586663464817,0.580914653900378
"PANTR1",0.709461969678152,-1.74934733776675,0.512038630922394,-3.41643624547516,0.000634465181457273,0.0451906390615659,0.421029280033865
"PRR23C",0.416100391328277,-1.23897952332995,0.515462324594499,-2.40362770315875,0.0162332960595928,1,0
"AKAP8P1",0.631347807990829,-1.49945712646787,0.440213501360399,-3.40620431184885,0.000658728626106275,0.0448141586862708,0.443626124412693
"PATE3",1.181584519111,-1.60554306704236,0.346375510508193,-4.63526727015647,3.56476588601121e-06,0.00219364339452619,0.494929015901026
"MTND4P14",0.60027027347905,-1.15491705298251,0.309617866249724,-3.7301369813427,0.000191375696432589,0.02328872098792,0.443626124412693
"VENTXP7",0.424206197898667,-1.67602278518695,0.711516087459999,-2.35556555182061,0.0184945335957606,1,0
"GAPDHP51",0.682137869370497,-1.01917641831197,0.30114480869824,-3.38433998818566,0.000713495930427459,0.0470287609394053,0.443626124412693
"SLC9A3P2",0.473889207369127,-1.31211881425197,0.392818344621255,-3.34026868199621,0.000836973729178778,1,0
"IGKV1D-33",0.499514900581879,-1.29007456668513,0.403519271154689,-3.19705813056592,0.0013883694421735,1,0
"RP11-174O3.3",0.990304067089891,-1.02872060001325,0.453261170534643,-2.26959789827094,0.0232319912685355,0.262594373791135,0.580914653900378
"AMY2A",0.750887345531163,-1.03824003703265,0.356106038219058,-2.91553617631718,0.00355077939006888,0.109255910170236,0.446986994137115
"RP11-744N12.3",0.62008775105151,-1.95465832699814,0.437088904573633,-4.47199255470657,7.74941261532606e-06,0.0038074998546806,0.446986994137115
"RP11-608O21.1",3.18369014662927,-1.07417678250795,0.356111817368413,-3.01640307936388,0.0025579297732321,0.0787944725702892,0.600297986581954
"NEUROG2-AS1",0.626175528530914,-1.01913713176824,0.328119269507748,-3.10599597913642,0.00189639294325867,0.0676044793248925,0.588985819527497
"RCC2P4",0.442441121928911,-1.23102531606549,0.562067201591124,-2.19017461360608,0.0285115756110183,1,0
"RP11-1336O20.2",2.70782361076224,-1.00523026776127,0.247245206982422,-4.06572196092254,4.78839960817763e-05,0.00979339515335182,0.530131993540623
"PRODH2",0.804376733561234,-1.09730870871291,0.388906531837071,-2.82152295959024,0.00477962160562723,0.127597046454968,0.443626124412693
"IGKV2D-40",11.1575984756945,-1.1288261976968,0.287817577843178,-3.92201965618604,8.78098267347846e-05,0.00845428723104239,1.26127866779888
"LINC02270",0.502427688801519,-1.03124964085528,0.35368348238038,-2.91574159447511,0.00354844259280344,1,0
"IGKV1D-39",1.55719667652666,-1.03040150571683,0.329231776948997,-3.12971462009408,0.00174976200873409,0.0670001067662098,0.560198219422388
"RP11-320N21.2",1.05205234695007,-1.2037480682702,0.25131948613753,-4.7897124364303,1.67020493288288e-06,0.00112413212205497,0.580914653900378
"RPSAP71",0.536337648531916,-1.11851702713213,0.44057752976356,-2.53875186901246,0.0111248693582432,1,0
"SEPTIN7P11",1.00240383126154,-1.48321386084255,0.389135043511139,-3.81156589614651,0.000138089231587033,0.0179995136000269,0.494929015901026
"RP11-344L21.1",0.758831478426572,-1.12876786694821,0.326059881023317,-3.46184223402661,0.000536491543199575,0.0347451430589064,0.588985819527497
"RP11-90D4.3",0.9360381870388,-1.57057611321168,0.477596291301412,-3.28850148507642,0.00100722253103435,0.0560387120548018,0.443626124412693
"LINC02617",0.48523346820014,-1.19018614899369,0.336407349525214,-3.53793147109731,0.000403274708074648,1,0
"RP11-474D1.1",0.385575845539776,-1.26223077205346,0.533704432669643,-2.36503707818138,0.0180282658941257,1,0
"RP11-76E16.2",0.547031156879952,-1.30750224551439,0.387236316089794,-3.37649696370731,0.000734151823356351,1,0
"RP11-148B3.2",0.510881673037858,-1.03900743060607,0.484141012949581,-2.14608430770205,0.0318662530131705,1,0
"FRG2JP",1.70509253020023,-1.13986385703001,0.560089986181571,-2.03514414674874,0.041836371056184,0.376804786531452,0.53081734869188
"RP1-155D22.2",0.349565843601477,-1.21879589703385,0.495007675222426,-2.46217575613589,0.0138096975782508,1,0
"RP11-320H14.1",1.36840713860724,-1.17091822461462,0.346556784498217,-3.37871967016894,0.000728242255678588,0.0430426224102495,0.53081734869188
"LINC02178",0.689081707826082,-1.42665035763647,0.547754894798177,-2.60454150421079,0.00919972778128579,0.188516829774051,0.421029280033865
"LY6L",6.99824570237459,-1.54663609335316,0.460158998429566,-3.36109062004987,0.000776353494239981,0.0415869066827689,0.600297986581954
"LINC02616",1.30250107281275,-1.76588148970808,0.617419043207786,-2.86010207999657,0.00423504662916159,0.106649281802864,0.553901315060074
"RP11-66H6.3",0.481120215232658,-1.1737436564499,0.355747098026269,-3.29937661603421,0.000968998138887936,1,0
"PRKCA-AS1",0.333277626773132,-1.00294134893281,0.36556983444439,-2.74350138997965,0.00607877908572895,1,0
"RP11-131K5.2",0.49307029445608,-1.32788044755579,0.398430357388844,-3.33277929989621,0.000859831193568753,1,0
"GRAMD4P7",1.01563500764305,-1.04391896383018,0.47662278116389,-2.19024143428685,0.0285067317328279,0.30942346778075,0.530131993540623
"LINC01443",18.877275236143,-1.11085110824935,0.300556012876297,-3.69598697300577,0.000219034203880689,0.0143989626216058,1.18413145413618
"LINC01233",0.63540996445318,-1.34922364452653,0.413329510794896,-3.26428094120782,0.00109742288555747,0.0590520622679079,0.443626124412693
"CTD-2291D10.3",0.547317268972779,-1.50006974610945,0.407031044293236,-3.68539394510843,0.000228349156734413,1,0
"MTCYBP22",0.717814938527843,-1.19583207586625,0.405235699447568,-2.95095441368184,0.0031679366886975,0.0885843890243343,0.588985819527497
"CTD-2134P3.2",0.570326722423081,-1.26277272272818,0.508429044601575,-2.4836754236134,0.0130034269726188,0.220742520236397,0.443626124412693
"RP11-785G17.1",0.68400645017715,-1.21666576930173,0.363863749259516,-3.34373998997624,0.000826571667721516,0.0498889676537709,0.446986994137115
"RP5-966M1.4",0.489489785553886,-1.08943425549908,0.380101472150011,-2.86616689311091,0.00415475148553974,1,0
"RP11-506H20.2",1.18191539517083,-1.26929508819703,0.295858494315218,-4.29021005847708,1.78504196703389e-05,0.00541368824788584,0.530131993540623
"IFNL4P1",0.318560770378884,-1.02103461127452,0.507396968628989,-2.01229939160536,0.0441883865384183,1,0
"LHX1",1.01042328492278,-1.63782085378157,0.424624514261871,-3.85710386181687,0.000114738417466603,0.0153163363780027,0.553901315060074
"H3C11",1.05990702430498,-1.00549989631124,0.406036891413248,-2.47637571258982,0.0132723826812267,0.202405168824868,0.528306094368002
"WI2-2118C23.2",0.785659011101607,-1.43807222805941,0.543186651306505,-2.64747343219955,0.00810957316610596,0.323335317010397,0.138397350881669
"SOWAHCP5",1.31923321417229,-1.05665830921303,0.307161782912398,-3.44007089421795,0.00058156182890856,0.0366176447524982,0.580914653900378
"GPR1-AS",0.629467160838908,-1.04925113777018,0.406690885312919,-2.57997210083246,0.00988082974553416,0.18979539041844,0.446986994137115
"RP11-391A7.1",1.03068413044341,-2.14759834578801,0.514395265935582,-4.1749963267682,2.97990861907079e-05,0.00747339438839698,0.530131993540623
"RP11-278H7.5",1.10931303509726,-1.0099280834836,0.431515985119754,-2.34041870593351,0.0192621313721206,0.237068702227171,0.580914653900378
